                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8477,                 2.7091,                  1.466,                0.00796,                0.64062,                0.15461,                0.07299,                 1.4687,                  3.382,                 1.2542,             0.00054304,             0.00054304,             0.00054304
